;labels-md4_mw50_RW;entities-md4_mw50_RW;embeddings-md4_mw50_RW
10;hospital;http://www.wikidata.org/entity/Q131749;[-0.13361766934394836, 0.3250902593135834, 0.1630324125289917, 0.16514387726783752, 0.01600325107574463, -0.467273086309433, -0.08909067511558533, 0.6532827019691467, -0.21297197043895721, -0.36587226390838623, -0.022085286676883698, -0.3906479775905609, -0.2929627597332001, 0.11279167234897614, 0.1988454908132553, -0.03955145925283432, 0.12000025808811188, 0.24697808921337128, -0.37810805439949036, -0.4323059916496277, 0.3177121877670288, 0.017329974099993706, 0.3393566608428955, -0.2661891281604767, 0.06442111730575562, 0.2250717729330063, -0.2580346167087555, 0.13662676513195038, -0.09827541559934616, -0.013987384736537933, 0.3140532076358795, -0.2446235865354538, -0.030154254287481308, -0.6503177881240845, -0.10262131690979004, 0.09993134438991547, 0.30364811420440674, -0.06969132274389267, -0.1790882647037506, 0.039323996752500534, 0.0769888237118721, -0.10139518976211548, -0.4354035258293152, -0.01156736258417368, -0.002062941435724497, -0.17042645812034607, -0.29263779520988464, -0.15824896097183228, 0.09043832868337631, 0.3206131160259247, -0.1998966485261917, -0.40613776445388794, -0.3258377015590668, -0.0012283154064789414, -0.17332732677459717, 0.17267359793186188, 0.236715167760849, -0.14563345909118652, 0.04020557180047035, 0.26759329438209534, 0.13242508471012115, -0.03500548377633095, 0.03681387007236481, 0.0394420325756073, 0.030213020741939545, 0.5062211155891418, 0.4273073375225067, 0.05200861394405365, 0.053596895188093185, 0.34836360812187195, -0.04187624901533127, 0.2698550820350647, 0.3352680504322052, -0.15619461238384247, 0.09835346788167953, 0.11949602514505386, -0.008298899978399277, -0.034369371831417084, 0.041109710931777954, -0.1393355429172516, -0.29307523369789124, -0.027169320732355118, -0.17429423332214355, 0.1908729076385498, -0.28719139099121094, 0.06631642580032349, 0.030212437734007835, -0.0603838674724102, 0.25402241945266724, 0.06350565701723099, 0.1460341066122055, 0.3821549415588379, 0.1740809977054596, -0.07262752950191498, 0.5341159701347351, 0.07929769158363342, 0.06417728215456009, -0.1266612857580185, -0.11523466557264328, 0.2349041998386383]
11;anorexia nervosa;http://www.wikidata.org/entity/Q181600;[-0.11446863412857056, 0.3250907063484192, 0.1505596935749054, 0.09718051552772522, 0.052335649728775024, -0.45017412304878235, -0.0871104970574379, 0.6689267754554749, -0.19101528823375702, -0.29185688495635986, -0.03366335481405258, -0.29898330569267273, -0.3069240152835846, 0.07543473690748215, 0.1415623128414154, -0.009078009985387325, 0.11697641760110855, 0.2955447733402252, -0.35053032636642456, -0.3563268780708313, 0.3021605610847473, -0.030246172100305557, 0.318093866109848, -0.23346145451068878, 0.057893216609954834, 0.1904052197933197, -0.2450057417154312, 0.1087002381682396, -0.09570029377937317, -0.06493918597698212, 0.37332630157470703, -0.20736150443553925, -0.050132203847169876, -0.5887676477432251, -0.07597662508487701, 0.07059875130653381, 0.30405619740486145, -0.0644524022936821, -0.1641639918088913, 0.03960144519805908, 0.11133530735969543, -0.07259804755449295, -0.36147964000701904, -0.045636069029569626, 0.0002588739152997732, -0.17527437210083008, -0.2567206919193268, -0.17542029917240143, 0.057803910225629807, 0.2879714071750641, -0.16343218088150024, -0.37478432059288025, -0.32809314131736755, 0.024211445823311806, -0.15133430063724518, 0.12516723573207855, 0.16716451942920685, -0.1775878369808197, -0.0017902635736390948, 0.20720615983009338, 0.13770374655723572, 0.01135493628680706, 0.07330110669136047, 0.04131031408905983, 0.03543035686016083, 0.43835464119911194, 0.4805499315261841, 0.02516215853393078, 0.027534231543540955, 0.28042513132095337, -0.031760115176439285, 0.2238430678844452, 0.2844952344894409, -0.13921596109867096, 0.13362959027290344, 0.04065040871500969, -0.04876170679926872, 0.01320427842438221, 0.027503203600645065, -0.08442336320877075, -0.2273779958486557, 0.0036126761697232723, -0.13427038490772247, 0.2025361955165863, -0.2687956988811493, 0.03371867910027504, 0.06968367099761963, -0.013093631714582443, 0.1432703286409378, 0.07626225054264069, 0.0723700299859047, 0.29090437293052673, 0.24006594717502594, -0.1049126386642456, 0.5053421258926392, 0.08379357308149338, 0.082965187728405, -0.1594904512166977, -0.10669852793216705, 0.2618303894996643]
12;patient;http://www.wikidata.org/entity/Q16917;[-0.17613324522972107, 0.3473392128944397, 0.12647564709186554, 0.15021486580371857, 0.05593723803758621, -0.47286996245384216, -0.06916791200637817, 0.6940551996231079, -0.20276959240436554, -0.3508695960044861, 0.0033692975994199514, -0.3607664108276367, -0.3157079517841339, 0.11366268992424011, 0.20155571401119232, -0.036415375769138336, 0.1296427845954895, 0.2534637153148651, -0.39423099160194397, -0.3947368860244751, 0.32844078540802, -0.01894448883831501, 0.3826867640018463, -0.20377986133098602, 0.02382108010351658, 0.17882868647575378, -0.24264194071292877, 0.13885951042175293, -0.11062304675579071, -0.05394456908106804, 0.36502575874328613, -0.22433696687221527, 0.001585720106959343, -0.6176891922950745, -0.07699629664421082, 0.14943847060203552, 0.31298452615737915, -0.07097142934799194, -0.22405852377414703, 0.038640692830085754, 0.11755266785621643, -0.10852783173322678, -0.43950366973876953, -0.04128935560584068, 0.03322982415556908, -0.12643660604953766, -0.2483934611082077, -0.1845705658197403, 0.057939935475587845, 0.3189312815666199, -0.17294523119926453, -0.3923516571521759, -0.30941182374954224, 0.01971072144806385, -0.1583351194858551, 0.1436338573694229, 0.2051735371351242, -0.1847373992204666, 0.0031826335471123457, 0.21461914479732513, 0.12973187863826752, -0.003212608862668276, 0.09532488882541656, 0.024785134941339493, 0.01015385054051876, 0.4555116593837738, 0.45617175102233887, 0.0749964490532875, 0.05523352697491646, 0.3033018112182617, -0.020941730588674545, 0.24827519059181213, 0.3350696265697479, -0.10690837353467941, 0.1285865157842636, 0.07978183776140213, -0.04579520598053932, 0.013670729473233223, -0.00079797935904935, -0.09291733801364899, -0.2689732015132904, -0.000753788510337472, -0.14566010236740112, 0.19887983798980713, -0.27034857869148254, 0.049831610172986984, 0.09114518761634827, -0.024239256978034973, 0.21548038721084595, 0.04899665713310242, 0.12565301358699799, 0.36530575156211853, 0.19456464052200317, -0.08800240606069565, 0.5424726605415344, 0.10253535956144333, 0.09731891751289368, -0.17595654726028442, -0.12768670916557312, 0.20920023322105408]
13;calorie;http://www.wikidata.org/entity/Q130964;[-0.11204071342945099, 0.30946964025497437, 0.15804532170295715, 0.17783039808273315, 0.05419185757637024, -0.5048850774765015, -0.09881798177957535, 0.6871358752250671, -0.21566364169120789, -0.3413372039794922, -0.01607847400009632, -0.4006340801715851, -0.30064359307289124, 0.14086057245731354, 0.1880078762769699, -0.02823091670870781, 0.09856186807155609, 0.31795164942741394, -0.3309043347835541, -0.44766348600387573, 0.35811012983322144, 0.013621768914163113, 0.33154770731925964, -0.27861204743385315, 0.0958707183599472, 0.21883206069469452, -0.25585827231407166, 0.12575070559978485, -0.10666876286268234, -0.07559532672166824, 0.32939213514328003, -0.2345285564661026, 0.01811317913234234, -0.6395545601844788, -0.10280667245388031, 0.05604115128517151, 0.2823351323604584, -0.06557907909154892, -0.17673331499099731, 0.032836806029081345, 0.05924332141876221, -0.10455938428640366, -0.4786805212497711, -0.03749559819698334, -0.0011265918146818876, -0.1607625037431717, -0.31008344888687134, -0.19669538736343384, 0.10239549726247787, 0.36280304193496704, -0.18616870045661926, -0.4105401933193207, -0.34308290481567383, 0.008038115687668324, -0.14583805203437805, 0.14945021271705627, 0.21410448849201202, -0.19646722078323364, 0.017024807631969452, 0.29892581701278687, 0.10987377911806107, 0.004202181473374367, -0.006492427084594965, 0.026999857276678085, 0.0024736050982028246, 0.5291628837585449, 0.4649573862552643, 0.06399776041507721, 0.09363364428281784, 0.39612308144569397, -0.02797204814851284, 0.2874450981616974, 0.31744417548179626, -0.16664353013038635, 0.14162179827690125, 0.09028811007738113, 0.05481493100523949, -0.0460188053548336, 0.05182928964495659, -0.1358576864004135, -0.3086536228656769, -0.01608891598880291, -0.17189569771289825, 0.22212474048137665, -0.2895391583442688, 0.0677553117275238, 0.02768952026963234, -0.11454487591981888, 0.23542629182338715, 0.07861040532588959, 0.11097604036331177, 0.3462618589401245, 0.25307536125183105, -0.11153262108564377, 0.5212376713752747, 0.11142553389072418, 0.11179545521736145, -0.1372780054807663, -0.09716770052909851, 0.2879598140716553]
14;Andrew John Henry Way;http://www.wikidata.org/entity/Q17641254;[-0.19965332746505737, 0.45100584626197815, 0.2035747766494751, 0.35973280668258667, 0.07897529751062393, -0.6095409989356995, -0.0477374792098999, 0.9079722166061401, -0.3320343792438507, -0.5627132654190063, 0.041998106986284256, -0.5644557476043701, -0.3101184368133545, 0.2295033037662506, 0.32500481605529785, -0.11546081304550171, 0.19629517197608948, 0.31430262327194214, -0.5710588097572327, -0.6634030938148499, 0.5088124871253967, 0.02630455233156681, 0.595883846282959, -0.33840155601501465, 0.05290597304701805, 0.3728349804878235, -0.392173171043396, 0.2595490515232086, -0.18521590530872345, -0.001984945498406887, 0.4724186658859253, -0.33213892579078674, 0.061857350170612335, -0.9279487729072571, -0.14986251294612885, 0.2335570603609085, 0.3422217071056366, -0.17942440509796143, -0.3446812629699707, 0.058486368507146835, 0.11485353857278824, -0.12653407454490662, -0.6373021602630615, 0.035236962139606476, 0.07740521430969238, -0.18214990198612213, -0.43972328305244446, -0.27020934224128723, 0.13201388716697693, 0.4571337401866913, -0.2837066352367401, -0.545470654964447, -0.487464964389801, -0.1115717813372612, -0.2751617133617401, 0.25789546966552734, 0.2984076738357544, -0.13221313059329987, 0.11630707234144211, 0.33137139678001404, 0.1744895577430725, -0.13389378786087036, 0.11839552223682404, 0.06434877961874008, 0.01677597314119339, 0.7002291083335876, 0.5705733895301819, 0.13389933109283447, 0.10665065795183182, 0.49496975541114807, -0.09633807837963104, 0.43568629026412964, 0.4805276691913605, -0.16791421175003052, 0.14141406118869781, 0.16503819823265076, 0.030116889625787735, -0.036161940544843674, 0.01683173142373562, -0.20568883419036865, -0.48273763060569763, -0.04330835118889809, -0.3008621633052826, 0.27764010429382324, -0.40972402691841125, 0.06734984368085861, 0.16710518300533295, -0.13008026778697968, 0.4430950880050659, 0.027736172080039978, 0.19870810210704803, 0.6048343777656555, 0.17866414785385132, -0.03361449018120766, 0.7574741840362549, 0.11713184416294098, 0.1608375906944275, -0.19956475496292114, -0.1851622462272644, 0.2957330644130707]
15;Right;http://www.wikidata.org/entity/Q14565199;[-0.061846401542425156, 0.25048205256462097, 0.1690961718559265, 0.1638110727071762, 0.03607146814465523, -0.4022558033466339, -0.13140593469142914, 0.5451679229736328, -0.15668945014476776, -0.2659628689289093, -0.046986404806375504, -0.3320622146129608, -0.2396146059036255, 0.12219257652759552, 0.17566567659378052, -0.02798844315111637, 0.11923159658908844, 0.2559393644332886, -0.2787542939186096, -0.3709716796875, 0.3008025586605072, 0.014807428233325481, 0.2448941320180893, -0.27267637848854065, 0.09763180464506149, 0.21219608187675476, -0.26605939865112305, 0.14661994576454163, -0.09021156281232834, -0.04010957479476929, 0.23252516984939575, -0.18407832086086273, -0.03966003283858299, -0.5571026802062988, -0.10470711439847946, 0.0068463715724647045, 0.2643241286277771, -0.03001614846289158, -0.09675122052431107, 0.07782508432865143, 0.01114580500870943, -0.05063509941101074, -0.3505275249481201, 0.011374461464583874, -0.009811334311962128, -0.1751798540353775, -0.23899830877780914, -0.15163291990756989, 0.11201529949903488, 0.293109655380249, -0.18771514296531677, -0.339296817779541, -0.3065505027770996, -0.01627347245812416, -0.11703285574913025, 0.1374576985836029, 0.16073237359523773, -0.1102806106209755, 0.07163397967815399, 0.2860325574874878, 0.12254989147186279, -0.00043669083970598876, -0.029228584840893745, 0.09306826442480087, 0.029192738234996796, 0.4501223862171173, 0.37518009543418884, 0.026332376524806023, 0.028005434200167656, 0.34580475091934204, -0.04152785986661911, 0.22020776569843292, 0.2501116096973419, -0.20615260303020477, 0.09125448763370514, 0.09516863524913788, 0.010512253269553185, -0.038272924721241, 0.02644660882651806, -0.14488378167152405, -0.2596875727176666, -0.010421769693493843, -0.1664513498544693, 0.21376699209213257, -0.23794279992580414, 0.0810268446803093, -0.017516355961561203, -0.059099774807691574, 0.22001738846302032, 0.04803158715367317, 0.05986041948199272, 0.26437777280807495, 0.17574264109134674, -0.07822084426879883, 0.4337930381298065, 0.025333482772111893, 0.01258266530930996, -0.04230150952935219, -0.08978842198848724, 0.2414463609457016]
16;Twitter;http://www.wikidata.org/entity/Q918;[-0.21115578711032867, 0.44254130125045776, 0.24934004247188568, 0.30526092648506165, 0.034487467259168625, -0.6333016753196716, -0.059361159801483154, 0.9018518924713135, -0.3042154908180237, -0.5450244545936584, 0.010283446870744228, -0.5606939792633057, -0.3447950780391693, 0.16820605099201202, 0.30442070960998535, -0.06909801810979843, 0.15097017586231232, 0.3498170077800751, -0.5527899265289307, -0.6551495790481567, 0.46913662552833557, 0.04310410097241402, 0.538280189037323, -0.3415062427520752, 0.07874588668346405, 0.33491188287734985, -0.31700173020362854, 0.189646914601326, -0.16311867535114288, -0.02968546748161316, 0.43294811248779297, -0.32337141036987305, 0.041937194764614105, -0.9109497666358948, -0.13317656517028809, 0.22060038149356842, 0.3767240047454834, -0.16566140949726105, -0.28859782218933105, 0.03578495234251022, 0.13545651733875275, -0.14535365998744965, -0.6574053764343262, 0.0007869219407439232, 0.05391496792435646, -0.16481326520442963, -0.44168779253959656, -0.2432248294353485, 0.1322680562734604, 0.4830578565597534, -0.25026825070381165, -0.5585703253746033, -0.4820081293582916, -0.05643772706389427, -0.24684913456439972, 0.2812700569629669, 0.35315588116645813, -0.19315683841705322, 0.05445060506463051, 0.39493367075920105, 0.1634981334209442, -0.07961460947990417, 0.044054627418518066, 0.0053930203430354595, 0.04364263266324997, 0.6968968510627747, 0.5842175483703613, 0.09839465469121933, 0.15770089626312256, 0.4992579519748688, -0.05666152015328407, 0.4288314878940582, 0.4836166799068451, -0.16296201944351196, 0.14333438873291016, 0.1640157848596573, 0.09980381280183792, -0.05537004768848419, 0.04675007984042168, -0.16192564368247986, -0.44448062777519226, -0.0032322495244443417, -0.25933417677879333, 0.24670684337615967, -0.4408568739891052, 0.06441478431224823, 0.08349096029996872, -0.168823704123497, 0.4065541625022888, 0.07598646730184555, 0.20797595381736755, 0.5986860990524292, 0.202744260430336, -0.10342708230018616, 0.7018094062805176, 0.13634829223155975, 0.16908319294452667, -0.22607125341892242, -0.1668720692396164, 0.29807770252227783]
17;character;http://www.wikidata.org/entity/Q32483;[-0.07525166869163513, 0.2377898097038269, 0.1641201227903366, 0.13374315202236176, 0.007936732843518257, -0.43169906735420227, -0.12093298137187958, 0.5677616596221924, -0.18097370862960815, -0.2980336844921112, -0.0414431169629097, -0.3482372760772705, -0.29707008600234985, 0.12667293846607208, 0.17634667456150055, -0.020246753469109535, 0.13418559730052948, 0.24932166934013367, -0.2972410321235657, -0.3773045241832733, 0.2972193658351898, 0.0123398182913661, 0.23626995086669922, -0.297695517539978, 0.09066925942897797, 0.19062502682209015, -0.3118880093097687, 0.11701388657093048, -0.0584854818880558, -0.054032087326049805, 0.303275465965271, -0.20746734738349915, -0.0724688321352005, -0.5599638819694519, -0.09985805302858353, 0.0002679268945939839, 0.2919447720050812, -0.005621194839477539, -0.11588067561388016, 0.021576914936304092, 0.069600410759449, -0.07445584237575531, -0.3228403627872467, -0.013593657873570919, -0.026881787925958633, -0.16185955703258514, -0.26706936955451965, -0.14099286496639252, 0.10176856070756912, 0.31491222977638245, -0.19949831068515778, -0.38753604888916016, -0.2962403893470764, 0.07375559955835342, -0.11892985552549362, 0.16465167701244354, 0.1739334613084793, -0.1654079258441925, 0.028455836698412895, 0.25747057795524597, 0.15203788876533508, 0.0006988602690398693, 0.016806013882160187, 0.12056729197502136, 0.014404293149709702, 0.4731895327568054, 0.40049436688423157, 0.013414368964731693, 0.014026639983057976, 0.3384641408920288, -0.016898101195693016, 0.2332567423582077, 0.3051588535308838, -0.22015081346035004, 0.11117064952850342, 0.08009835332632065, -0.014793268404901028, -0.011645406484603882, 0.019610410556197166, -0.1172223761677742, -0.25386711955070496, -0.02671121060848236, -0.16114547848701477, 0.19681401550769806, -0.21468283236026764, 0.08608455210924149, -0.016358591616153717, -0.014830508269369602, 0.1878211945295334, 0.0935283675789833, 0.09784553945064545, 0.2686671316623688, 0.1924067884683609, -0.07090175896883011, 0.4664947986602783, 0.09480143338441849, 0.011950473301112652, -0.09982741624116898, -0.08881784230470657, 0.27033933997154236]
18;mass;http://www.wikidata.org/entity/Q859031;[-0.1404515951871872, 0.30528831481933594, 0.1379675716161728, 0.08725140243768692, 0.04818050190806389, -0.45350340008735657, -0.10755009949207306, 0.701758623123169, -0.1968536376953125, -0.30962955951690674, -0.058662060648202896, -0.3122159242630005, -0.34299856424331665, 0.0807209387421608, 0.1551135927438736, -0.017924515530467033, 0.13842743635177612, 0.279748797416687, -0.3442278206348419, -0.3437971770763397, 0.30240046977996826, -0.03596179932355881, 0.3371143341064453, -0.22061260044574738, 0.02437516488134861, 0.18928563594818115, -0.2706614136695862, 0.12127463519573212, -0.08860018849372864, -0.046830445528030396, 0.4009009897708893, -0.22639915347099304, -0.053852129727602005, -0.6389342546463013, -0.06919856369495392, 0.09768731892108917, 0.30229032039642334, -0.06181180849671364, -0.19822874665260315, 0.03915732353925705, 0.121360644698143, -0.11471167951822281, -0.3758526146411896, -0.03112892061471939, 0.0264463871717453, -0.17175349593162537, -0.2640100419521332, -0.17667657136917114, 0.08975540846586227, 0.2779490053653717, -0.18415895104408264, -0.4006583094596863, -0.27503931522369385, 0.04313599318265915, -0.1540965735912323, 0.14420849084854126, 0.16636136174201965, -0.17852526903152466, 0.012763682752847672, 0.1773120015859604, 0.16881254315376282, 0.00041691752267070115, 0.09942905604839325, 0.06994961202144623, 0.04776906222105026, 0.450465589761734, 0.4720185101032257, 0.05160050094127655, 0.036834653466939926, 0.2621477544307709, -0.03712883219122887, 0.22520777583122253, 0.31993886828422546, -0.12854178249835968, 0.1345614194869995, 0.09557923674583435, -0.07349525392055511, 0.03014020249247551, 0.052834853529930115, -0.11783938109874725, -0.25643190741539, 0.0100149130448699, -0.12289735674858093, 0.19350749254226685, -0.26908084750175476, 0.015519091859459877, 0.08820170164108276, 0.030412165448069572, 0.1539004147052765, 0.0677211731672287, 0.12274651974439621, 0.3166358172893524, 0.21527352929115295, -0.09037689119577408, 0.5214480757713318, 0.07856902480125427, 0.0835646465420723, -0.17217202484607697, -0.0960773304104805, 0.23922067880630493]
19;woman;http://www.wikidata.org/entity/Q35269;[-0.13115566968917847, 0.31078872084617615, 0.17299073934555054, 0.20517536997795105, 0.08854032307863235, -0.43499326705932617, -0.08569946885108948, 0.6738549470901489, -0.2023484855890274, -0.384339302778244, -0.009248333983123302, -0.3702163100242615, -0.2468528300523758, 0.1119823008775711, 0.24684752523899078, -0.05326385796070099, 0.16627554595470428, 0.24898163974285126, -0.3815269470214844, -0.4045041501522064, 0.35743236541748047, 0.016696559265255928, 0.34560728073120117, -0.27401965856552124, 0.0683913305401802, 0.2705773115158081, -0.3034701943397522, 0.20484469830989838, -0.08680589497089386, -0.027998918667435646, 0.31874531507492065, -0.25291335582733154, -0.06291916221380234, -0.6576721668243408, -0.09504148364067078, 0.11722307652235031, 0.3162691593170166, -0.08171793818473816, -0.19236546754837036, 0.07658268511295319, 0.08882807195186615, -0.058907538652420044, -0.38635700941085815, 0.015840614214539528, 0.026279382407665253, -0.17305698990821838, -0.2880626916885376, -0.18136802315711975, 0.12936925888061523, 0.292728990316391, -0.2088964879512787, -0.4123847782611847, -0.35616347193717957, -0.034085921943187714, -0.1850348711013794, 0.19288012385368347, 0.20948903262615204, -0.07249843329191208, 0.12098792940378189, 0.2706458270549774, 0.1514860838651657, -0.02468804083764553, 0.07062911987304688, 0.10623195022344589, 0.05767593905329704, 0.48505258560180664, 0.44428539276123047, 0.11043816804885864, 0.0004985799896530807, 0.32132118940353394, -0.017321601510047913, 0.23601801693439484, 0.3329874575138092, -0.18176396191120148, 0.09057793766260147, 0.07926392555236816, -0.04504527896642685, 0.005653273314237595, 0.002054209355264902, -0.14420028030872345, -0.3322888910770416, -0.01580451801419258, -0.19510623812675476, 0.23274527490139008, -0.2663699686527252, 0.07395289838314056, 0.06303620338439941, -0.018480641767382622, 0.24704639613628387, 0.005112975835800171, 0.09860020130872726, 0.3681294918060303, 0.17514026165008545, -0.029545212164521217, 0.5622769594192505, 0.060358092188835144, 0.05137912556529045, -0.10636449605226517, -0.1158195212483406, 0.22800669074058533]
20;patient;http://www.wikidata.org/entity/Q11500;[-0.11978104710578918, 0.2893042266368866, 0.08676666766405106, 0.1454920619726181, 0.017799874767661095, -0.35424143075942993, -0.04399256035685539, 0.6574280261993408, -0.233379065990448, -0.3184888958930969, -0.021818341687321663, -0.30291542410850525, -0.27103397250175476, 0.074790358543396, 0.15897147357463837, -0.0754636898636818, 0.17875610291957855, 0.22386157512664795, -0.3807051181793213, -0.40952056646347046, 0.2882424592971802, -0.01679995097219944, 0.38328903913497925, -0.17312796413898468, -0.0128884082660079, 0.24477893114089966, -0.26383137702941895, 0.14168532192707062, -0.12289636582136154, 0.03814182057976723, 0.3795391917228699, -0.21937571465969086, -0.015408788807690144, -0.6877315044403076, -0.056222010403871536, 0.1885191798210144, 0.23077665269374847, -0.15223072469234467, -0.23572762310504913, 0.017945753410458565, 0.17196568846702576, -0.09839227050542831, -0.3664270341396332, -0.0009604527149349451, 0.054173558950424194, -0.1461886614561081, -0.2583881914615631, -0.13607312738895416, 0.07228940725326538, 0.22460278868675232, -0.18502603471279144, -0.40702950954437256, -0.26821666955947876, -0.031732477247714996, -0.22627244889736176, 0.16387908160686493, 0.15339571237564087, -0.10673200339078903, 0.036663807928562164, 0.14981988072395325, 0.19119030237197876, -0.1083742082118988, 0.15616631507873535, 0.032493144273757935, 0.0492686964571476, 0.43836677074432373, 0.4010102450847626, 0.06200726702809334, 0.0064141396433115005, 0.21075350046157837, -0.07296314090490341, 0.28378403186798096, 0.3089449107646942, -0.05929890275001526, 0.12957154214382172, 0.10159536451101303, -0.04975786805152893, 0.03627858683466911, 0.04098314791917801, -0.07650330662727356, -0.2850208878517151, -0.03022407740354538, -0.1927141547203064, 0.16023948788642883, -0.29919397830963135, -0.0006885938928462565, 0.1599259227514267, 0.03943541273474693, 0.20585861802101135, 0.02070881426334381, 0.14577323198318481, 0.3822018504142761, 0.118595652282238, -0.020244702696800232, 0.5086589455604553, 0.037949323654174805, 0.09876932203769684, -0.1983545869588852, -0.13051269948482513, 0.1815202236175537]
